ch1,ch2,ch3,ch4,ch5,ch6
591,582,595,594,590,589
583,583,587,584,594,586
583,583,587,584,594,586
588,589,584,587,599,594
588,589,584,587,599,594
588,589,584,587,599,594
585,588,593,589,591,585
585,588,593,589,591,585
585,588,593,589,591,585
588,591,583,587,597,595
588,591,583,587,597,595
588,591,583,587,597,595
585,592,579,587,598,590
585,592,579,587,598,590
585,585,583,583,583,590
585,585,583,583,583,590
585,585,583,583,583,590
579,579,577,591,588,585
579,579,577,591,588,585
579,579,577,591,588,585
579,578,582,580,591,591
579,578,582,580,591,591
583,585,592,593,588,581
583,585,592,593,588,581
583,585,592,593,588,581
574,588,589,585,595,585
574,588,589,585,595,585
574,588,589,585,595,585
583,595,588,583,598,589
583,595,588,583,598,589
583,595,588,583,598,589
577,593,588,588,593,587
577,593,588,588,593,587
589,589,591,595,602,586
589,589,591,595,602,586
589,589,591,595,602,586
583,583,585,588,590,591
583,583,585,588,590,591
583,583,585,588,590,591
585,579,599,588,581,591
585,579,599,588,581,591
585,579,599,588,581,591
591,583,585,589,583,587
591,583,585,589,583,587
583,584,588,591,596,580
583,584,588,591,596,580
583,584,588,591,596,580
587,595,587,582,597,582
587,595,587,582,597,582
587,595,587,582,597,582
571,595,590,591,586,583
571,595,590,591,586,583
580,589,591,587,593,579
580,589,591,587,593,579
580,589,591,587,593,579
579,580,589,590,593,591
579,580,589,590,593,591
579,580,589,590,593,591
578,578,593,589,591,588
578,578,593,589,591,588
578,578,593,589,591,588
579,581,579,577,599,589
579,581,579,577,599,589
589,580,585,591,599,585
589,580,585,591,599,585
589,580,585,591,599,585
587,595,593,593,596,585
587,595,593,593,596,585
587,595,593,593,596,585
581,594,587,589,587,588
581,594,587,589,587,588
585,594,583,578,595,583
585,594,583,578,595,583
585,594,583,578,595,583
571,588,588,591,588,585
571,588,588,591,588,585
571,588,588,591,588,585
585,588,583,580,600,585
585,588,583,580,600,585
585,588,583,580,600,585
589,579,596,583,591,594
589,579,596,583,591,594
590,580,588,588,594,590
590,580,588,588,594,590
590,580,588,588,594,590
582,590,593,587,591,587
582,590,593,587,591,587
582,590,593,587,591,587
591,593,593,583,600,589
591,593,593,583,600,589
583,598,586,591,582,588
583,598,586,591,582,588
583,598,586,591,582,588
583,598,586,591,582,588
591,587,581,587,597,590
591,587,581,587,597,590
575,578,591,581,583,579
575,578,591,581,583,579
575,578,591,581,583,579
581,581,582,593,591,585
581,581,582,593,591,585
581,581,582,593,591,585
578,581,588,585,592,583
578,581,588,585,592,583
585,583,595,587,599,588
585,583,595,587,599,588
585,583,595,587,599,588
577,593,591,597,600,586
577,593,591,597,600,586
582,591,597,590,587,591
582,591,597,590,587,591
582,591,597,590,587,591
579,597,583,593,591,593
579,597,583,593,591,593
579,597,583,593,591,593
581,583,580,586,586,586
581,583,580,586,586,586
581,583,580,586,586,586
585,575,583,594,594,590
585,575,583,594,594,590
577,578,591,585,594,582
577,578,591,585,594,582
577,578,591,585,594,582
595,579,591,588,594,580
595,579,591,588,594,580
595,579,591,588,594,580
589,588,580,586,588,589
589,588,580,586,588,589
585,590,595,588,591,591
585,590,595,588,591,591
585,590,595,588,591,591
575,594,590,588,591,588
575,594,590,588,591,588
575,594,590,588,591,588
575,591,588,583,591,589
575,591,588,583,591,589
575,591,588,583,591,589
579,577,589,577,587,578
579,577,589,577,587,578
576,575,588,583,591,585
576,575,588,583,591,585
576,575,588,583,591,585
579,583,583,582,598,589
579,583,583,582,598,589
579,583,583,582,598,589
586,583,591,583,603,591
586,583,591,583,603,591
586,583,591,583,603,591
581,593,594,589,596,580
581,593,594,589,596,580
572,591,581,576,590,592
572,591,581,576,590,592
572,591,581,576,590,592
579,585,590,585,599,587
579,585,590,585,599,587
579,585,590,585,599,587
581,581,591,583,589,586
581,581,591,583,589,586
581,581,591,583,589,586
583,579,585,593,601,583
583,579,585,593,601,583
577,582,588,585,595,588
577,582,588,585,595,588
577,582,588,585,595,588
583,586,596,591,595,583
583,586,596,591,595,583
583,586,596,591,595,583
581,595,585,585,592,585
581,595,585,585,592,585
583,590,591,585,597,582
583,590,591,585,597,582
583,590,591,585,597,582
583,590,590,587,590,595
583,590,590,587,590,595
583,590,590,587,590,595
591,586,588,591,597,589
591,586,588,591,597,589
591,586,588,591,597,589
578,577,579,580,589,589
578,577,579,580,589,589
580,577,580,588,588,587
580,577,580,588,588,587
580,577,580,588,588,587
585,583,590,591,596,589
585,583,590,591,596,589
585,583,590,591,596,589
577,591,583,588,595,587
577,591,583,588,595,587
590,595,589,589,591,587
590,595,589,589,591,587
590,595,589,589,591,587
581,593,595,579,600,586
581,593,595,579,600,586
581,593,595,579,600,586
570,582,588,588,590,584
570,582,588,588,590,584
570,582,588,588,590,584
580,575,585,586,595,585
580,575,585,586,595,585
579,579,589,592,591,583
579,579,589,592,591,583
579,579,589,592,591,583
587,586,585,585,593,591
587,586,585,585,593,591
587,586,585,585,593,591
591,591,595,586,593,589
591,591,595,586,593,589
591,591,595,586,593,589
585,593,595,589,587,589
585,593,595,589,587,589
581,595,591,588,600,595
581,595,591,588,600,595
581,595,591,588,600,595
579,588,589,586,600,590
579,588,589,586,600,590
579,588,589,586,600,590
588,583,598,588,592,590
588,583,598,588,592,590
588,579,583,581,587,579
588,579,583,581,587,579
588,579,583,581,587,579
583,579,594,587,594,590
583,579,594,587,594,590
583,579,594,587,594,590
583,589,588,590,591,583
583,589,588,590,591,583
583,589,588,590,591,583
575,593,587,589,594,593
575,593,587,589,594,593
578,595,586,585,592,583
578,595,586,585,592,583
578,595,586,585,592,583
581,587,596,591,601,591
581,587,596,591,601,591
581,587,596,591,601,591
587,589,591,581,591,577
587,589,591,581,591,577
587,589,591,581,591,577
577,579,595,594,589,597
577,579,595,594,589,597
587,574,591,591,590,587
587,574,591,591,590,587
587,574,591,591,590,587
575,582,600,583,588,591
575,582,600,583,588,591
575,582,600,583,588,591
579,592,585,585,588,575
579,592,585,585,588,575
595,595,583,579,587,572
595,595,583,579,587,572
595,595,583,579,587,572
586,589,581,582,598,594
586,589,581,582,598,594
586,589,581,582,598,594
577,585,595,585,590,585
577,585,595,585,590,585
577,585,595,585,590,585
591,581,591,593,597,590
591,581,591,593,597,590
574,583,591,585,597,590
574,583,591,585,597,590
574,583,591,585,597,590
574,582,580,582,588,591
574,582,580,582,588,591
574,582,580,582,588,591
582,588,582,582,585,581
582,588,582,582,585,581
582,588,582,582,585,581
577,595,579,585,605,588
