ch1,ch2,ch3,ch4,ch5,ch6
588,589,579,585,594,581
588,589,579,585,594,581
583,589,595,588,595,586
583,589,595,588,595,586
583,589,595,588,595,586
586,596,579,600,591,595
586,596,579,600,591,595
585,589,589,588,596,588
585,589,589,588,596,588
585,589,589,588,596,588
585,585,582,591,591,591
585,585,582,591,591,591
585,585,582,591,591,591
585,587,579,578,598,595
585,587,579,578,598,595
585,587,579,578,598,595
585,593,591,589,591,579
585,593,591,589,591,579
587,591,595,593,595,585
587,591,595,593,595,585
587,591,595,593,595,585
588,590,594,589,590,580
588,590,594,589,590,580
588,590,594,589,590,580
584,595,585,588,591,587
584,595,585,588,591,587
584,595,585,588,591,587
585,583,578,579,585,593
585,583,578,579,585,593
585,589,596,595,588,583
585,589,596,595,588,583
585,589,596,595,588,583
587,582,597,582,598,594
587,582,597,582,598,594
587,582,597,582,598,594
587,594,598,591,583,582
587,594,598,591,583,582
587,588,595,591,587,583
587,588,595,591,587,583
586,578,583,583,583,582
586,578,583,583,583,582
586,578,583,583,583,582
585,581,596,589,588,579
585,581,596,589,588,579
585,581,596,589,588,579
587,593,599,599,593,597
587,593,599,599,593,597
585,592,578,581,585,596
585,592,578,581,585,596
585,592,578,581,585,596
585,586,591,593,593,580
585,586,591,593,593,580
585,586,591,593,593,580
587,581,588,589,587,578
587,581,588,589,587,578
587,581,588,589,587,578
587,594,585,579,588,585
587,594,585,579,588,585
588,580,591,588,593,591
588,580,591,588,593,591
588,580,591,588,593,591
586,575,577,588,589,583
586,575,577,588,589,583
586,575,577,588,589,583
583,602,579,575,588,586
583,602,579,575,588,586
583,579,588,588,600,582
583,579,588,588,600,582
583,579,588,588,600,582
585,579,583,585,591,588
585,579,583,585,591,588
585,579,583,585,591,588
587,590,582,588,590,585
587,590,582,588,590,585
587,590,582,588,590,585
586,587,601,588,597,592
586,587,601,588,597,592
588,586,595,591,603,579
588,586,595,591,603,579
588,586,595,591,603,579
585,586,598,594,597,591
585,586,598,594,597,591
585,586,598,594,597,591
588,591,585,590,587,591
588,591,585,590,587,591
588,587,579,589,594,589
588,587,579,589,594,589
588,587,579,589,594,589
583,590,577,583,590,595
583,590,577,583,590,595
583,590,577,583,590,595
585,590,597,588,588,593
585,590,597,588,588,593
585,590,597,588,588,593
588,588,593,590,593,586
588,588,593,590,593,586
587,585,583,586,594,590
587,585,583,586,594,590
587,585,583,586,594,590
587,595,591,595,602,583
587,595,591,595,602,583
587,595,591,595,602,583
585,584,597,593,595,585
585,584,597,593,595,585
585,584,597,593,595,585
583,580,581,583,598,589
583,580,581,583,598,589
587,587,597,594,598,583
587,587,597,594,598,583
587,587,597,594,598,583
587,596,596,588,591,575
587,596,596,588,591,575
587,596,596,588,591,575
585,585,575,587,597,593
585,585,575,587,597,593
585,585,575,587,597,593
587,587,591,591,600,585
587,587,591,591,600,585
587,591,597,593,580,585
587,591,597,593,580,585
587,591,597,593,580,585
587,590,579,580,581,585
587,590,579,580,581,585
587,590,579,580,581,585
585,591,588,594,601,591
585,591,588,594,601,591
587,589,595,600,591,590
587,589,595,600,591,590
587,589,595,600,591,590
585,574,594,579,585,588
585,574,594,579,585,588
585,574,594,579,585,588
585,588,591,590,597,600
585,588,591,590,597,600
585,588,591,590,597,600
590,604,588,580,589,583
590,604,588,580,589,583
586,593,591,589,595,588
586,593,591,589,595,588
586,593,591,589,595,588
585,583,584,575,595,579
585,583,584,575,595,579
585,583,584,575,595,579
585,588,594,591,594,582
585,588,594,591,594,582
587,593,591,585,599,583
587,593,591,585,599,583
587,593,591,585,599,583
585,579,583,593,591,589
585,579,583,593,591,589
585,579,583,593,591,589
589,593,595,592,597,587
589,593,595,592,597,587
589,593,595,592,597,587
586,582,582,582,586,585
586,582,582,582,586,585
585,574,585,585,591,595
585,574,585,585,591,595
585,574,585,585,591,595
587,574,593,590,595,585
587,574,593,590,595,585
587,574,593,590,595,585
585,589,590,591,584,577
585,589,590,591,584,577
585,589,590,591,584,577
585,583,586,588,591,595
585,583,586,588,591,595
585,591,583,582,595,591
585,591,583,582,595,591
585,591,583,582,595,591
584,583,590,591,579,582
584,583,590,591,579,582
584,583,590,591,579,582
586,593,590,591,595,583
586,593,590,591,595,583
586,580,600,585,597,588
589,591,595,595,594,590
589,591,595,595,594,590
583,583,579,600,598,596
583,583,579,600,598,596
583,583,579,600,598,596
583,595,588,591,600,583
583,595,588,591,600,583
583,595,588,591,600,583
587,595,585,587,593,589
587,595,585,587,593,589
585,583,590,595,610,583
585,583,590,595,610,583
585,583,590,595,610,583
588,591,594,591,594,587
588,591,594,591,594,587
588,591,594,591,594,587
585,591,587,589,600,595
585,591,587,589,600,595
585,591,587,589,600,595
585,589,593,589,587,590
585,589,593,589,587,590
585,572,589,591,587,589
585,572,589,591,587,589
585,572,589,591,587,589
586,588,577,581,600,595
586,588,577,581,600,595
586,588,577,581,600,595
585,575,591,579,604,584
585,575,591,579,604,584
583,583,603,589,602,591
583,583,603,589,602,591
583,583,603,589,602,591
585,591,579,583,595,592
585,591,579,583,595,592
585,591,579,583,595,592
586,593,595,599,604,594
586,593,595,599,604,594
586,593,595,599,604,594
588,596,595,593,591,591
588,596,595,593,591,591
586,587,579,583,585,583
586,587,579,583,585,583
586,587,579,583,585,583
583,578,594,590,593,579
583,578,594,590,593,579
583,578,594,590,593,579
590,583,597,597,604,590
590,583,597,597,604,590
590,583,597,597,604,590
585,591,586,590,601,587
585,591,586,590,601,587
583,593,603,589,602,575
583,593,603,589,602,575
583,593,603,589,602,575
587,588,591,591,591,590
587,588,591,591,591,590
587,588,591,591,591,590
586,581,595,583,591,594
586,581,595,583,591,594
587,582,582,588,596,574
587,582,582,588,596,574
587,582,582,588,596,574
586,583,589,591,585,590
586,583,589,591,585,590
586,583,589,591,585,590
583,587,600,585,583,583
583,587,600,585,583,583
583,587,600,585,583,583
583,588,580,580,604,577
583,588,580,580,604,577
585,599,589,589,600,575
585,599,589,589,600,575
585,599,589,589,600,575
586,591,585,580,598,591
586,591,585,580,598,591
586,591,585,580,598,591
588,595,598,587,590,583
588,595,598,587,590,583
587,580,581,587,588,600
587,580,581,587,588,600
587,580,581,587,588,600
585,589,595,593,588,590
585,589,595,593,588,590
585,589,595,593,588,590
585,581,573,590,587,579
585,581,573,590,587,579
585,577,579,589,596,596
585,577,579,589,596,596
585,577,579,589,596,596
583,575,588,584,590,591
583,575,588,584,590,591
583,575,588,584,590,591
585,591,596,587,592,580
585,591,596,587,592,580
585,591,596,587,592,580
583,586,583,591,593,591
583,586,583,591,593,591
588,589,593,587,591,587
588,589,593,587,591,587
588,589,593,587,591,587
588,583,595,591,585,600
588,583,595,591,585,600
588,583,595,591,585,600
583,582,582,598,600,595
583,582,582,598,600,595
583,582,582,598,600,595
583,597,598,595,600,581
583,597,598,595,600,581
588,588,585,600,600,581
588,588,585,600,600,581
588,588,585,600,600,581
585,586,590,588,585,584
585,586,590,588,585,584
585,586,590,588,585,584
585,583,590,578,596,578
585,583,590,578,596,578
587,596,600,590,591,579
583,583,594,595,596,579
583,583,594,595,596,579
587,593,603,591,598,594
587,593,603,591,598,594
